RESPONSE;CODER;PTYNAME;PTYID;PGID;COUNTRY;CTRYID;YEAR;EUROPARTY;PARTYFAM1;PARTYFAM2;PARTYFAM3;CR2PTYFED;CR9DUESSTATE;CR12MBRNUM;CR13MBRYR;CR14AFFL;CR15AFFLYR;CR16ALLMBR;CR17ALLYR;CR20PPGLDR;CR21ORGLDR;CR22TOPCAND;CR23POLLDR;A4RECPARTYTXT;A5RECPPGTXT;A36MBRSTATE;A47LOWNAME;A67CONOTHER;A77EXCOTHER;A91EXCWOMTXT;A92EXCETHTXT;B2BALLOTTXT;B3CANLAW1TXT;B4CANLAW2TXT;B18CANWOMTXT;B19CANETH;B20CANETHTXT;B21CANRUL1;B22CANRUL2TXT;B23CANRUL3TXT;C11DEPUTY;C12DEPUTYTXT;C21PLTITLE;C30PLAFFLTXT;C58PLVOT2B;C59PLNAME
287;Rahat and Dolinsky;Balad;12011;805;Israel;12;2011;-999;-999;-999;-999;6;Not Applicable;-888;2011;-999;-999;-888;2011;Jamal Zahalka;Jamal Zahalka;Jamal Zahalka;Jamal Zahalka;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
288;Rahat and Dolinsky;Balad;12011;805;Israel;12;2012;-999;-999;-999;-999;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-999;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
289;Rahat and Dolinsky;Balad;12011;805;Israel;12;2013;-999;-999;-999;-999;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;A party will not be registered if its goals or actions, expressly or implicitly, include any of the following: a. Deny the existence of Israel as a Jewish and democratic state;;;;;;;;;;;;;;;;;;;;;;
290;Rahat and Dolinsky;Balad;12011;805;Israel;12;2014;-999;-999;-999;-999;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
291;Bardi;The People of Freedom;13001;596;Italy;13;2011;1;1;1;1;6;Not Applicable;1000000;2011;-999;-999;1000000;2011;Fabrizio Cicchitto;Silvio Berlusconi;Silvio Berlusconi;Silvio Berlusconi;No rules.;Legislative Party Groups require a minimum of 20 deputies making part ofit. The presidency bureau can approve groups with less than 20 members, if these deputies are members of an affirmed Party in the country. ;Not Applicable;coordinamento;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-999;Not Applicable;Not Provided;Not Provided;-999;Not Provided
292;Bardi;The People of Freedom;13001;596;Italy;13;2012;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Chamber of Deputates: Symbol, party's program (and coalition's program if there is any),connected lists (if any) and the name of the Leader must be submitted to the Ministero dell'Interno. At constituency level, the list must be promoted by 500 electors and presented to the Court 45 days before elections (if the party does not have any presence in national and european parliament).;No legal rules.;No legal rules.;No rules.;2;No rules.;2;Every individual member (and voter too) has the right to participate in the candidate selection process (open primary.) Art. 2,4 statute.;No role.;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
293;Bardi;The People of Freedom;13001;596;Italy;13;2013;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
294;Bardi;The People of Freedom;13001;596;Italy;13;2014;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
295;Bardi;Northern League;13002;1436;Italy;13;2011;7;7;7;6;6;Not Applicable;182502;2011;-999;-999;182502;2011;Gianpaolo Dozzo;Umberto Bossi;Silvio Berlusconi;Roberto Maroni;No rules.;Legislative Party Groups require a minimum of 20 deputies making part ofit. The presidency bureau can approve groups with less than 20 members, if these deputies are members of an affirmed Party in the country. ;Not Applicable;sezione;Not Applicable;Not Provided;;;;;;;;;;;;;;;;;
296;Bardi;Northern League;13002;1436;Italy;13;2012;7;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Chamber of Deputates: Symbol, party's program (and coalition's program if there is any),connected lists (if any) and the name of the Leader must be submitted to the Ministero dell'Interno. At constituency level, the list must be promoted by 500 electors and presented to the Court 45 days before elections (if the party does not have any presence in national and european parliament).;No legal rules.;No legal rules.;No rules.;2;No rules.;2;Every individual member (and voter too) has the right to participate in the candidate selection process (open primary.) Art. 2,4 statute.;No role.;-888;Not Provided;President (Presidente);No role.;-999;Roberto Maroni
297;Bardi;Northern League;13002;1436;Italy;13;2013;7;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
298;Bardi;Northern League;13002;1436;Italy;13;2014;7;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
299;Bardi;Democratic Party;13004;382;Italy;13;2011;2;2;2;2;6;Not Applicable;607897;2011;-999;-999;607897;2011;Dario Franceschini;Pierluigi Bersani;Pierluigi Bersani;Pierluigi Bersani;No rules.;Legislative Party Groups require a minimum of 20 deputies making part ofit. The presidency bureau can approve groups with less than 20 members, if these deputies are members of an affirmed Party in the country. ;Not Applicable;circolo;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;1;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
300;Bardi;Democratic Party;13004;382;Italy;13;2012;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Chamber of Deputates: Symbol, party's program (and coalition's program if there is any),connected lists (if any) and the name of the Leader must be submitted to the Ministero dell'Interno. At constituency level, the list must be promoted by 500 electors and presented to the Court 45 days before elections (if the party does not have any presence in national and european parliament).;No legal rules.;No legal rules.;Women candidates should be at least 1/3 of the overall candidates.;2;No rules.;1;Every individual member (and voter too) has the right to participate in the candidate selection process (open primary.) Art. 2,4 statute.;At least 2/3 of the overall candidates are presented by the local level.;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
301;Bardi;Democratic Party;13004;382;Italy;13;2013;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
302;Bardi;Democratic Party;13004;382;Italy;13;2014;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
303;Bardi;Italy of Values;13005;693;Italy;13;2011;3;3;3;3;6;Not Applicable;95626;2010;-999;-999;95626;2010;Antonio Borghesi;Antonio di Pietro;Antonio Ingroia;Antonio di Pietro;No rules.;Legislative Party Groups require a minimum of 20 deputies making part ofit. The presidency bureau can approve groups with less than 20 members, if these deputies are members of an affirmed Party in the country. ;Not Applicable;circoli;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-999;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
304;Bardi;Italy of Values;13005;693;Italy;13;2012;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Chamber of Deputates: Symbol, party's program (and coalition's program if there is any),connected lists (if any) and the name of the Leader must be submitted to the Ministero dell'Interno. At constituency level, the list must be promoted by 500 electors and presented to the Court 45 days before elections (if the party does not have any presence in national and european parliament).;No legal rules.;No legal rules.;No rules.;2;No rules.;2;Every individual member (and voter too) has the right to participate in the candidate selection process (open primary.) Art. 2,4 statute.;No role.;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
305;Bardi;Italy of Values;13005;693;Italy;13;2013;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
306;Bardi;Italy of Values;13005;693;Italy;13;2014;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
307;Bardi;Union of the Centre;13006;737;Italy;13;2011;1;1;1;1;1;Not Applicable;220000;2011;-999;-999;220000;2011;Gian Luca Galletti;Pierferdinando Casini;Mario Monti;Pierferdinando Casini;No rules.;Legislative Party Groups require a minimum of 20 deputies making part ofit. The presidency bureau can approve groups with less than 20 members, if these deputies are members of an affirmed Party in the country. ;Not Applicable;sezione;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-999;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
308;Bardi;Union of the Centre;13006;737;Italy;13;2012;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Chamber of Deputates: Symbol, party's program (and coalition's program if there is any),connected lists (if any) and the name of the Leader must be submitted to the Ministero dell'Interno. At constituency level, the list must be promoted by 500 electors and presented to the Court 45 days before elections (if the party does not have any presence in national and european parliament).;No legal rules.;No legal rules.;No rules.;2;No rules.;2;Every individual member (and voter too) has the right to participate in the candidate selection process (open primary.) Art. 2,4 statute.;No role.;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
309;Bardi;Union of the Centre;13006;737;Italy;13;2013;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
310;Bardi;Union of the Centre;13006;737;Italy;13;2014;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
311;Koole;People's Party for Freedom and Democracy;14001;1409;Netherlands;14;2011;3;3;3;3;4;Not Applicable;38228;2011;-999;-999;38228;2011;S.A. Blok;A.H. Korthals;M. Rutte;M. Rutte;Political groups needs to be a association with complete legal capacity.;Formal recognition of the parliamentary party (1 MP can form a party).;Not Applicable;Afdeling;Not Provided;VVD Bestuurdersvereniging;No rules;No rules;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Provided;Not Provided;-888;Not Provided
312;Koole;People's Party for Freedom and Democracy;14001;1409;Netherlands;14;2012;3;3;3;3;4;Not Applicable;35362;2012;-999;-999;35362;2012;H. Zijlstra;A.H. Korthals;M. Rutte;M. Rutte;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;On July 31, 'Nomination day,' parties which wanted to participate at the elections had to hand in: a candidate list for each electoral sub-district in which the party wanted to participate, plus an informed consent and ID document from each candidate on the list. Parties which wanted to participate for the first time or held no seats in the parliament also had to pay a deposit of 11.25 Euro and had to hand in 30 declarations of support for each electoral sub-district in which the party wanted to participate (for Bonaire only 10).;No legal rules.;No legal rules.;No rules.;2;No rules.;1;At the congress members with voting rights approve the selection criteria for candidate list;;;;;;;
313;Koole;People's Party for Freedom and Democracy;14001;1409;Netherlands;14;2013;3;3;3;3;4;Not Applicable;33498;2013;-999;-999;33498;2013;H. Zijlstra;A.H. Korthals;M. Rutte;M. Rutte;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
314;Koole;People's Party for Freedom and Democracy;14001;1409;Netherlands;14;2014;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
315;Koole;Labour Party;14002;742;Netherlands;14;2011;2;2;2;2;5;Not Applicable;54279;2011;-999;-999;54279;2011;M.J. Cohen;E.M.J Ploumen;M.J. Cohen;M.J. Cohen;Political groups needs to be a association with complete legal capacity.;Formal recognition of the parliamentary party (1 MP can form a party).;Not Applicable;Afdeling;Not Provided;Centrum voor lokaal bestuur;No rules;No rules;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Provided;Not Provided;-888;Not Provided
